sentence1,sentence2,label
为什么还款失败,不能按时还款怎么办？,0
优惠券在哪里领取,优惠卡,0
为什么我没有额度？我微信2个号每月几万流水，QQ号也是.怎么回事？不是缺那钱，只是为了救急，方便！,为什么还清贷款，额度没有回复的,0
你好！微粒贷是必须按月为一期的吗？可以只借几天就还款吗？,你好我想问下  我前几个月还可以借款,0
为什么我不可以申请,为什么微粒贷申请不了额度,0
咋不开放,怎么借款入口端没,0
你们怎么回事啊！！！一个早上了！！还没到账！！！等等等，，就是等电话确认，，不是说3分钟么？？？,我贷款一千 一天要多少息,0
微贷利息是多少,1000元，十个月还清多少利息,0
如何分期偿还,2万，分期吗？,0
为什么总是在我开会的时候打电话给我 我接不到 现在刚开完会 能致电我吗,如何通过审核,0
胃底静脉曲张,胃底静脉曲张,1
你好这个有风险吗,不知怎么补充资料,0
亲，这个电话确认时间有没有规定,为什么电话还没来,0
为什么要输入密码,怎么收不到微信支付密码,0
为什么9号还款的到现在还没有,个个朋友都在晒额度，就我没有,0
为什么没接到审核电话,我希望尽量可以通过审核,0
借款以后，提前还清，分期的利息还会算吗？,如果要提前还款，怎么还？,0
.开通,你不帮我开通微粒贷，我就杀人！,0
我借几天,还款后多久能借款？,0
怎样前往抢购现场,抢购收集的活动几点开始,0
我想撤消微粒贷,我前两个星期还有微粒贷，现在怎么取消了,0
怎样才能提高借款额 我都没借过钱，怎么按时还款,我看了没钱,0
修改验证码接收电话,不能通过客服去更改预留手机号码吗？,0
怎么改卡还款,怎么更改还款计划,0
投诉,贷款能当天下款吗,0
上腹痛,上腹部痛,1
什么时候借钱,你好，如果我还清借款后，额度何时可以恢复,0
无法查额度,想问问为什么我的没有额度,0
我想问刚刚申请的贷款能不能取消？,可不可以取消这个借款软件,0
工商银行,为什么我办银行不支持呢,0
恢复余额是不是要还清了才能恢复,我可不可以提前还一部分，就是我借了10000，下个月能不能还5000，在下个月还完行吗,0
你未满足微众,内部综合评分是什么？,0
为什么有5000额度怎么借款不成功,为啥不成功,0
主要你们系统大概什么时间发送邀请呢,可惜我没有,0
我这月的借款。你们扣了吗,你好早上不是还款成功了吗,0
利率多少？,借38000的话，每月的利息是多少钱？,0
乙型肝炎小三阳,乙肝小三阳,1
腹痛,腹部阵发性绞痛,1
苹果手机没有吗,我手机上没有微粒货的标制,0
角膜炎,角膜炎,1
左腕,左腕,1
10000元分20期每期多少钱,如何加入微粒贷,0
我想问一下我最近的还款日是哪一天？,我提现明天才到帐，今天还款日，明天还会有那些问题,0
你好你们有客服电话吗,现在可以打电话过来嗎？,0
到期日17日，现在还利息怎么收？,延迟还款会不会收多利息,0
可以推迟几天还款吗,你好，我逾期了一天还会不会对我的信誉有影响？？因为昨天刷的卡未到帐，工作日都放假，我今天去存,0
无法借钱,刚刚14 现在又十八？,0
受邀请人资格,何时会公测,0
如何更换还款银行,我现在想还一部分款,0
你好，我这结清贷款，可以开具结清证明吗？,你好，我购房贷款，但是征信上有你这个贷款记录，银行说必须把你这个结清，并且开出结清证明，怎么开呢,0
申请何时下款,超过3分钟了，没接到任何回复,0
全额提前还清,全部还清可以再借吗,0
麻烦帮我开通谢谢,不能申请,0
微粒粒贷,QQ现金贷,0
取消微粒贷申请，我只是试验一下,取消微粒贷额度,0
一般什么时候还款,昨天就要还款，那今天算逾期了,0
阿托品针剂,阿托品针剂,1
不是凌晨自动从银行捐款吗    怎么还不扣,不是自动还款那扣款不成逾期算谁的,0
每月会发帐单过来吗？,打借条行吗？,0
如果提前还清所有钱,如果我有两笔借款，都是分期，能提前结清一个吗,0
如果我今天借款明天还如何收取利息,假如我借5000，一个月利息是75元吗,0
如何查自己还款是否到账,如何知道消费的渠道,0
什么综合评分？,要怎么样满足评分？,0
一千元还清了，是不是，马上又可以取出来？,你好!我想请问借的这个钱能用在什么用途?,0
取消借款怎么取消啊,借款还没成功时怎么取消,0
电话无信号,等了20分钟电话都没打过来,0
有图标，但是无法查看信用额度,怎么办理？,0
手机掉了，收不到验证码,怎么收不到验证码,0
利息一般几点扣款,当时没扣款成功下次是什么时候,0
视物模糊,左眼视物模糊,1
怎么贷款,为什么我不可以借钱,0
微信能借钱吗？,这个是你们客服电话吗,0
先还一部分怎么办,假如我借10000元分5期、第10天还款怎么算利率,0
还款失败,你好 ，由于银行系统造成转账延迟到账，贻误了还款时间，会造成影响吗,0
转入提醒限制金额怎么办,一千元起购的理财产品是不是跟活期似的随时可以赎回啊,0
开贷款结清证明,如果在你们这里借了款，要结清了，如何开结清证明？去哪里开？,0
最大额度,为什么最高只能40000,0
可以申请借钱不,QQ不能开户吗,0
借款合同,比如上传车辆登记证书，政府彩购合同,0
先还500不行,假如贷款怎么还款,0
余额为什么不能还款,为什么我按时还款，现在还完了不能借了,0
更换还款账号,你好还款信用卡可以吗？,0
如何更改还款划扣账号？,换卡进度,0
微信里没有这个借钱功能啊,qq上有微粒贷,0
十万1个月多少率息,我能贷多少息多少？,0
你好，能告诉我我还款的卡号吗？,全额还款后能继续贷款吗,0
我不想借款了，怎么取消,提款,0
好没有,需要等多久,0
为什么提示说我不符合微众银行条件,什么是微众银行，,0
你好 我的帐户收入最近好像有问题 每天都有收入的怎么是负增长了？,邀请好友怎么不成功,0
如何更换还款银行,你好，网上银行还款顺序已改，看能否扣款,0
多久可以开放全部客户,我昨晚把钱汇到卡上去,0
手机号已更改为,为什么借款的时候发送验证码显示的是我以前绑定的旧手机号？,0
2:未解决问题,1是第1个问题啊,0
怎么借款失败啊,有窗口，审批不了,0
借款利息多长时间免息,你好，请问我借5000元钱，选择5月返还。我可以30天的时候全部还了吗？提前还款的话，会收额外费用吗？还是只收取5000，加上借款30天内，每天0.05%的利息？,0
全额还款后不能申请借款怎么办,为什么钱扣了还款失败？,0
优惠卷在哪？,免息卡劵,0
不是邀请客人,不是邀请的怎么开通,0
我想更改分期可以吗？,10个月改成20个月,0
^_^怎样才能开通，体验呢,借款要求,0
全部还清款项可以立即继续借款吗,提前还款必须把本金全部还清吗？,0
10分钟了还没到账,6月5日有个借款，银行账户没收到,0
你我要还款怎么弄,没有还款怎么办,0
下月一起还吧！这月工资还没发。,两天算逾期吗？,0
分期还款利息怎么计算？,10000元分20个月还，利息一共多少,0
何时我会受到微粒贷的邀请,这个是怎么才能接到邀请呀,0
为啥综合信用不足,1:综合评估具体评估什么,0
一班多久才能通过,下次开放时间,0
何时会邀请我使用微粒贷,为什么不邀请我 我要开通,0
为什么额度降了一半？,我说把额度，给我降到1万,0
的qq为什么没有微粒贷,QQ里面的微粒贷信息不是你们推荐的吗,0
我还清了啊。为什么征信上显示没还清,是不是假如我借了23000一直要把23000还清了，然后再恢复23000对吗,0
你好，微粒贷还款可以用微信零钱还吗？,你好，我微信零钱里面有8000多，想提前还清微粒贷的款，但是点还款那里，没有零钱还款的选项，请问怎么处理？,0
我是7号还款  能否拖到20号,我晚了一天还款影响征信吗,0
如何更换还款日期,可否推迟还款日期？,0
亲情付用途,你好，我需要微粒贷功能,0
妈蛋。我都心悦会员了。撸500的现金贷不给我出。擦,贷款1万12期能不能给个名额啊，唉果粒贷,0
怎么修改还款卡号？,还掉的一部分还能再借出来嘛,0
如果没有在17点前划款怎么办,如何计算违约金,0
今天有事，忘了是还款日、卡里余额不足自动还款失败、现在已经存入钱了现在怎么还款啊,你好，借款五个月，可以一次性还款吗,0
一进入，就显示微粒货即将开放,为什么没能进入微粒贷？,0
解除,总是绑定失败,0
为什么电话这么久等,我想把这个上次的分期改为12期。可以吗？,0
我手机里面没有,手机信号不好 可以打我另一个电话,0
优惠券怎么领啊,免息券,0
如何获取权,入口在哪里,0
急性心梗三项,急性心肌梗死三项,1
不是说凌晨扣款么？怎么没见扣款,4.16凌晨还款没有扣款成功怎么办,0
一搬什么时候打电话,我一直在等待电话确认,0
1'何时会邀请我使用微粒贷，是朋友邀请我关注,微信上怎么没有,0
一进入，就显示微粒货即将开放,为什么我没办法办微粒贷,0
你好可以问问题嘛,人呢！,0
营养不良,营养：不良,1
不是前七天免息吗,七天免息资格,0
如何打印纸质帐单,你好，申请了微利贷后，这边是不是还要发快递邮账单？,0
审核失败还能再申请嘛,为什么审核失败后，再次申请。就没有电话审核打进来了,0
什么时候会到账,何时开通,0
qq上微粒贷和微信上的是一家公司吗？,你钱包在哪,0
为什么说我不符合借贷条款,人品值哪里有显示,0
换卡一直换不了,换卡处理时间,0
10000，分5期还，总共的利息是多少钱？,100万使用10天如何计息,0
10000日率多少,QQ微粒贷是个微信微粒贷一个额度吗,0
今天还没扣款成功，帮忙扣款一下,客服电话,0
强开,/流汗怎么借款,0
我的第二比款没到账,多久开通一批名额,0
微粒贷的利息是多少,一万块一年多少利息,0
没有扣费,借款成功没 借款情况,0
11号第一笔钱没收到怎么办,五千额度要多久能提上去,0
为什么我没额度,不是受邀用户可以申请吗,0
我是证件号码最后四位输错了,我的身份证最后一位是x请问该大写还是小写呢,0
多久到帐啊？别周转过来才到啊,没接到回访,0
不能账户余额还款？,下个月我一共要还多少钱。,0
已还款，怎么还不能借。,我现在把钱存了，但没有办法自主还款,0
你好，晚上能借款吗？春节期间借款还款可有时间限制?,一个月能借几次,0
。。。怎么开通阿,QQ钱包资金理财我怎么申请不了微粒贷呢？,0
为什么我开不了户口的,怎么微粒贷开通不了,0
腹痛,上腹正中部及左中腹压痛,1
转入失败,为什么刚才实时转出交易处理失败,0
怎么取消改改还款银行卡?,怎么变更还款时间？,0
一定要绑定银行卡是吗？,卡号为什么不能绑定,0
怎么样进行身份验证,重新验证身份,0
支持银行卡,你们推出信用卡业务吗,0
1000块钱   还20个月   最后我要还多少钱,如何修改分期？,0
为什么有个朋友想借钱总是重复提示输入支付密码和验证码,为什么在最后一步输入支付密码后说我是非法贷款呢,0
一笔借款全部还清后，额度恢复后是否还可以使用？,一次性还清 立即可以再次借款吗,0
交通银行,微众信用卡,0
怎么样才能受到邀请,为什么我没有开,0
借多笔，利息,还清以后是否再贷微粒贷借钱,0
没银行卡怎么提款,微信里的钱忘记提现！！,0
利息怎么这么高啊,提前清贷有手续费吗,0
干嘛开户一直失败,开户 头像验证不成功为什么,0
今天是我的还款日，但是今天卡里余额不足，我现在该怎么还,今天还回去，是不是马上可以贷出来,0
几点之后放款,没接听到，多入会在打来,0
主动还一期怎么还,农行无法自动还款,0
放腹水,放腹水,1
为什么未通过,为什么我还进去了借不出来了？,0
我有一笔借款没成功,我今天还的钱怎么借不出来了,0
您未满足微众银行的审批要求，无法借款,为什么我的征信未通过审核不能借款,0
姓名:手机号:QQ:身份证:,你还要身份证号号码,0
纳差,纳差,1
多长时间,你好。客户给我转账要明天24点前才能到跟微信关联的银行卡，请问算不算逾期还款呀,0
12日过了为何没有扣款呢？,'我想问一下，钱是什么时候扣啊,0
哦，还清了,我问一下，我现在是分十个月还，如果我还了两个月以后想全都还清这个怎么算？,0
没还款怎么办,没解决,0
如何才能开通这个,不能申请么,0
你扣钱呀,为什么两次扣款,0
卡号密码,你们扣我卡里的钱为什么我密码都不用输呢,0
1到19天免息？,七天免息有限制吗？,0
:我共计借了18000元钱，现在想先还10000怎么还,借钱分期还款账单日,0
聋哑症,聋哑,1
不是微粒贷邀请的人可以借款吗,一定要绑定信用卡吗,0
电话没接到，多久会重打,还没有接到你们电话了,0
总是绑定失败,如何取现？,0
泮托拉唑,泮托拉唑,1
可以不可以农业银行卡吗？,微粒贷是不是直接把钱提现到银行卡,0
解除,如何提现。,0
耳鸣,左侧耳鸣,1
电话确认一般需要等多长时间？,为啥还没有给我打电话,0
你好，请问我想换一张银行卡还款，要怎么改,换卡为什么是正在加载,0
逾期还款会怎么办,我想了解一下我是不是有欠款,0
10分前借了微粒贷借款现在还没到账,1.何时邀我使用微粒贷,0
代金券,中国人民银行不能开通微众吗？,0
3#没有为我解决问题,不是15分钟可以到帐吗,0
取消定单,还没电话确认可以取消吗,0
下期账单,可以提前全额还款吗？,0
1100借一天需要多少利息,12.22我4笔借款分期一共应还多少,0
逾期,快点,0
还款什么时候可以在贷,如果我今天借款10000～账单日几号～还款日几号～每月利息多少,0
卡遗失，换卡,我的银行,0
如何计息,借款需要支付手续费吗,0
手机上没有怎么办,ios版,0
胃穿孔修补术,胃穿孔修补术,1
色泽发绀,色泽发绀,1
关闭了微粒贷想重新起用,我每月使用微信交易上万，连个微粒贷还清估，还不给恢复。,0
轻度贫血,轻度贫血,1
一期为多长时间,分期怎么分？,0
一般多长时间银行回会打电话,一般审核通过要多久,0
怎么修改个人资料,资料登入,0
'怎么不开放,借款不符合条件如何进行,0
有余额但是借款失败,信息输入错误，贷不了怎么恢复？,0
不是邀请客户不能借吗,开通微粒贷有什么条件,0
信息完善zenme弄？,为什么总是提示我个人信息输入次数过多不能借钱？,0
怎样关闭,3分钟到了，没有借款是否成功提示,0
身份号报错,身份验证失败,0
借款失败 综合评估未通过,10万可借 以借4万 再借款综合评估未通过？,0
想买民生半年，但说年令限制不能买，看合同上是18一65岁，为什么微众银行要18一60岁,手机银行向微众卡转账有什么限制,0
为什么说不能查看额度,为何没有额度,0
微粒贷 我的咋没有啊？,为什么我没有这个软件,0
但是借款没成功,为什么还款以后会借不出来,0
甲状腺左侧叶钙化灶,甲状腺左侧叶钙化灶,1
我朋友的手机开放了、我这边为什么还看不到？,刚才申请的微粒贷，说我身份信息输入错误次数太多,0
为什么会支付失败呢,不能提现,0
17:00之前已经存放了应还金额怎么还不扣费啊？,借款还了第一个月后，打个比方我要下个月一并还清可以吗？,0
為什麼我還不能成為微粒貸的客戶,12月17日应还款,0
多会儿能下款,都兩年了…什麼時候可以全面開通,0
提前还款微粒贷会计算利息吗,是否可以提前还款？,0
提前还款后还可以在贷吗？,提前还清借款额度会马上恢复吗？,0
能贷款不？,借款,0
支持广州农商银行吗,没有绑定银行卡可以申请微粒贷吗,0
'开通,借款条件,0
月消费二十万没微粒贷,就是我申请微粒代一直没下来,0
3#为啥我没接到电话 说电话打不通,上午错过了电话，请再次致电,0
从新绑定银行卡需要怎么操作,可以绑定微信么,0
更改还款账号,我换卡号了啊，他还是不会在那一个卡号扣款啊？,0
支气管扩张,支气管扩张,1
5如果提前还款怎么申请,我提前还款为什么还了。银行又退回来了,0
借款利息如何计算,到账后扣多少手续费,0
可以申请吗,受邀,0
有什么办法贷款？,请问卖座网电影票如何使用,0
Q龄够3年以上不是可以开通微粒贷的,如何获得微粒贷,0
10000万一天是50元利息是不是,0.05%是多少日利息,0
提前还款后再借款不能借了,提前还款后还有额度吗,0
如何注销关闭,进入银行卡没有借款的提示。,0
为什么我没有微信贷,1何时会邀请我使用微粒贷,0
下载App地址,安卓系統怎麼下載,0
腰椎侧弯,腰椎侧弯,1
你们工作人员可以拨打电话过来了,你老板手机号码吗,0
怎么没办法贷呢,何时归邀请,0
微粒贷什么时候再次开放,还款后，多久才可以借款,0
你说还款什么还,20000贷款，10个月，怎么还,0
一般等待确认时间是多久,不好意思！午休！重新打,0
不借了可以,8月13日借了笔一万，是不是这个月开始还,0
一直让输入验证码，没有显示借钱成功是什么情况,为什么 我的卡换了电话号码 验证码还是发在以前的号码上,0
一直都没法查看额度,为什么微贷没有额度提升,0
微众银行app不能贷款？,微众app怎么不是官方应用,0
100块钱一天多少利息啊,0.05%是多少日利息,0
换卡后如何还款,他打的是我银行卡预留的手机号吗,0
开通微粒号,开通了怎么不能借款,0
小粒你好，因为资金明天才能周转过来，可以申请推迟一天，明天再还款吗,为什么我多次借款，而且每次都是按时还款了，差不多一年了，怎么额度没有提高,0
提前还款了就不能再借了吗！,明天还。现在卡里没钱别扣了,0
为什么我没有额额啊,我一个转出一万多能不能邀请我一下,0
你好，申请借款后，多久来电话？,为什么借款后显示银行电话确认，几个小时还没有接到电话,0
为满足微信银行的条件，是不是就永远不能用微粒贷,微粒贷必须要绑定银行卡吗,0
身份信息错误过多,怎么样知道微信身份验证成功？,0
我的电话号码换了,为什么我借钱到最后发验证码的时候会发到我以前手机号码上去,0
为什么去了届后点击申请额度、弹出一个无法查看额度,以还款的部分额度没有回复为什么,0
请问我在规定时间内提前把钱还了，利息怎么算,扣款时间,0
之前绑定的银行卡已经无效了，该怎么办。,一个人可以绑定两张卡吗,0
0点之后申请几点审核？,1怎么申请？,0
APP如何下载,钱包里没有～是不是要下载APP？,0
信用卡大半年前逾期过，会影响申请贷款么,今天算逾期嘛？,0
我想问下，让等电话确认，一直也没有电话,您好。我自动还款失败了。怎么手动还款啊？今天最后还款日。,0
官方网址。,你公司倒了吗,0
现在不能登录,银行下载了，怎么不能登陆,0
申请借款审核失败，多久能再次申请。,我在提前还款后再借，怎么就无法通过审核了？,0
今天是还款日，我19点才充钱进去，怎么办,我记得我充够钱到我的卡了，怎么还款失败了？,0
2016年5月21日的借款记录，,微信能查到qq借款记录吗,0
众安天天利为什么不能提现活期+里,众安天天利怎么不能提现,0
公司的客服电话是多少？,以前我朋友用我号申请电话客服打给我，我说朋友用我号申请的!结果显示失败，现在我自己想借款还是显示失败！怎么办啊？,0
腹部瘢痕,右上腹可见一长约15cm斜形疤痕,1
你好，如果我借了一笔钱，我选择的是十期还清，在我还了5期后，剩余的钱能一次性还清吗？利息是只算到我还款当天吗？,还清了可以从新申请吗,0
哪邀请一下我啊 怎么开通啊,开通之后无法借钱,0
日常消费是什么,我的还款余额,0
你好！为什么没有自动还款呢？,你好 自动扣款失败了 怎么处理？,0
从申请到放款需要几个工作日,什么时候后才能用微粒贷,0
用微信零钱能转吗,微信红包能还款吗？,0
你好，卡绑定的手机号码换了收不到验证码怎么办,为什么重复发送验证码？？？,0
什么时候可以开通微粒贷,一直无收到电话,0
日利率是多少啊,5000元百分之于是的罚息是多少钱,0
QQ微粒贷怎么关闭,取消刚才的订单行？,0
可以绑定信用卡吗？,可以绑定微信么,0
微众银行近期是否有新产品上线?,你们有什么基金,0
如果更改还款日期,微粒贷的还款日期可以延后吗,0
个人资质,几时全部开放,0
7天免费 活动到什么时候,iphone7支付,0
10000块钱我要还多少钱每月,如果1500到8月21还清要还多少,0
借款条件是,借款可以申请吗？,0
为什么为什么别人微信都没有，只有我的微信有借钱,如何获取资格,0
借款时间最少的选项是5个月 请问我选择之后20天就能还的话是不是只需要支付20天的利息？,你好，我刚刚借了4W，过几天就还，需要多少手续费？,0
为什么借款很久了还没到帐,亲 我明天申请 这个钱明天能到账吗？,0
就是想关闭微粒贷,你好，那个刚才借的1000能取消吗,0
不支持农业银行嘛？,平安银行,0
信息输入次数过多,可是填写信息填不了！,0
电话审核要等多久,审核有什么标准,0
桥本氏甲状腺炎,桥本氏甲状腺炎,1
几号可以到,后期要多久,0
10000的借款5个月还，利息是多少,10000元是万分之5，我上面写的是万分之3.5，怎么算,0
借款后未见电话,借款后一定会有电话打给我吗,0
支持的银行卡,微纵银行不支持什么意思,0
再次借款失败,为什么借款老失败，我的额度是5000,0
借款额度怎么提升,、我的额度可以调高么,0
我这没扣费,身份验证后多久到账,0
如果现在借现在到帐吗,要多久能收到电话,0
我微信更新到最新版本 也没有微粒贷呀,怎么可以得到您的邀请,0
我在还款日当天银行卡上余额不足，在当天下午存入钱会不会逾期,今日还款,0
一次逾期对以后贷款有影响没,下个月两期一起还,0
我昨天把还款的钱放在零钱里了,我把另外一个微信号取消绑定还是不行,0
我为什么钱包没有微粒贷？,为什么 我QQ里没有 需要满什么条件,0
何时要请我,借口帮我开通哈,0
没有认何提示,我把联众银行删除去,0
平安银行现在存不了钱？换卡怎么没打电话过去,你好！我的还款日是15号！在15号17点之前扣款成功算逾期吗？,0
会阴损伤,会阴下降,1
食欲缺乏,食欲差,1
右侧侧脑室后角旁腔隙灶,右侧侧脑室后角旁腔隙灶,1
2万元存了3年的利息是多少,10000的贷款每天利息是多少,0
斜形手术疤痕,斜形手术疤痕,1
也就是，利息只算到我还清所有贷款那天？,什么时间段产生利息,0
为什么我没 怎样才有,我上午申请的借款，现在还没到,0
银行,问下现在银行卡转账微众收费吗？,0
1:看不到微粒贷图,ApP怎么下载,0
‍为什么‍说我‍填写的‍姓名‍格式‍不对,为什么不对我开通,0
我怎么开不了微粒贷呢？,如何填写补全身份证,0
借款2000元，利息和本金如何支付？,微粒贷介绍   怎么计息,0
借款可以用于微信消费吗,qq微粒贷没这个功能吗,0
我的打开没有借钱那个功能啊,借款用途还信用卡可以?,0
甲状腺肿瘤,甲状腺瘤,1
当然啦…能让我申请微粒贷吗？,开通名额,0
啥时候能开,请尽快下款,0
我的开通不了,如何绑定身份证,0
更改卡号了，如何还款,已修改顺序，我怎样主动还款？,0
亲帮我开通,恳请！公司给予我微粒贷资格！为/微笑,0
人工服务,为什么总是开户失败,0
等候一年多了，还是没开通,无法接听电话，取消借款,0
自动降额度？,我要降低额度怎么操作,0
上月己更改尾号0471的银行卡还款，卡里有钱，为什么会还款失败。,怎么不可以主动还款,0
借款和还款记录,有审此记录无还款记录,0
QRS波群交替电压,QRS波群交替电压,1
为啥我没微粒贷图标,这个微粒贷，是不是QQ上那个,0
您好！我怎么没有微粒贷？,您好，我想试用一下微粒贷，请问可以申请内测一下吗？,0
如何提升我的信用额度呢,0.05%怎么,0
上个月还款记录,借款记录,0
应该是今天还款，但是金额不足，可以申请延迟3天吗？,19日还款日，今天扣款，征信报告不会有逾期记录吧,0
到哪了开户,在深圳开的户到江西可以销户吗?,0
一个人可以开几个账户,APP老是提示我要开户,0
我绑定还款的卡被吞掉了，换了绑定的怎么还没扣钱啊,还款日,0
不可以从微信钱包扣款吗？,qq零钱还款,0
农业银行,我想更改收款帐户，如何更改？,0
如果借一万提前还款5000可以吗？,如何提高额度？,0
修改绑定的电话号码,如果我换手机号码了，会不会影响还款,0
你好，我为何借款不成功,‍姓名格式错误怎么回事,0
21号卡上有钱为什么还没还款,今天借款26000 分5个月 十天后全额还款,0
绑定银行卡,活期的钱转到自己绑定的银行卡怎么收费,0
查额度,微粒贷有额度，放不了,0
假如我借10000元分5期、第10天还款怎么算利率,借款,0
提示身份信息填写错误次数过多，无法继续借钱，但是没填写错误啊，之前也没借过，如何解决！,身份验证没通过,0
QQ钱包內没找到,可以借款不？,0
不是邀请的客人就不能借是吗？,不是邀请人，怎么借款,0
逾期的具体计算方式,逾期什么时候扣,0
全额还款后能马上续借吗？,全额还款,0
申请延期一次,信用卡逾期可以借吗？,0
理息多少,罚息多少钱？,0
不知道你那里什么时候可以放款,为什么贷款信息收到，钱没有到？,0
36000的款一个月息是多少？,一万十天息多少？,0
为什么有的客户没有微粒贷服务呢,ApP怎么下载,0
借款多长时间可以到账,一般借款电话收到后，几天才到款,0
被降额度,可以把额度降低嘛,0
3#，不认真的帮我解决问题,为什么我卡是有钱的，扣额失败,0
我想贷款买车,我想问一下什么叫违约金,0
为什么一直不能还款,不能主动还款,0
最近有什么活动吗,微立贷,0
如何申请提高额度 怎样提高额度,开通有多少额度,0
你们额度最高就是5500吗？,借款额度最少可以借多少,0
一般什么时候自动扣款,自动还款金额不足 当天存进去的什么时候扣款,0
窦性心律失常,患者入院后行心电图检查提示为窦性心律,1
如何使用微粒贷,我要代款怎么操作,0
10000分20期，一天的利息,0.05是怎么算的,0
还款借记卡更换怎么换不了！,还款中如何更改手机号？,0
从啥时候开始算利息,你好微粒贷几点扣款,0
身份证输入次数过多是什么意思？,如何进入身份证认证？,0
微信怎么绑定微众银行账号,为什么不能绑定微信支付,0
错过电话确认,还没接到电话确认,0
免息劵,借10000快分10期如果免息前天全额还款要不要收手续费,0
微信没有微粒贷功能,我可以申请一个微粒贷的名额吗,0
右侧上颌窦,右侧上颌窦,1
如何解除绑定银行卡,充值余额可退回银卡吗？行,0
在,可以问了吗,0
借钱几时到帐,为什么贷款信息收到，钱没有到？,0
复方甘草片,复方甘草片,1
会不会泄露个人信息？,资料登入,0
为何无法换卡,11号凌晨扣款吗,0
左侧肢体活动欠佳,左侧肢体活动障碍,1
一般打电话核实要多久,一直显示等待银行电话都一天了,0
/流泪邀请我吧,开通,0
#想问下还款完1笔后多久额度才会恢复,上期账单没有还清，可以继续贷款吗,0
我没微粒贷借款功能,我可以用信用卡还微粒贷贷款吗？,0
取更多菜单,介绍一下   你是干嘛的,0
3:如何还款6:借款期限,借了不分期可以吗,0
我的账单 怎么看,支付宝借条,0
提前还清欠款能再贷吗,什么时候可以借到帐呢,0
到期还不上影响信誉度吗？,今天到期，明天还算逾期吗？,0
请问提前还清会影响额度吗,你好，我如果今天借款明天还要支付借款期限内的全部利息吗？,0
开通成功会有什么提醒,请问这个是你们发的短信呢,0
为什么要一直输入支付宝密码,输入账号密码,0
为什么我QQ钱包没有这项微粒贷功能,回访的电话怎么还没打来,0
为满足微众银行审批要求,如何审批,0
正常要多久才到帐呢！亲,这样快速开通微利货,0
借两万能分多少期还,为什么借款一定要输入期数？,0
面色苍黄,面色苍黄,1
为什么今天扣款日还没扣款,17点还可以再扣款一次对吧,0
微粒贷安全吗在手机qq钱包,手机号码给我,0
zenm怎么获得资格,10分钟了怎么还没消息啊,0
开通微粒商,为啥我个人没有信用额度,0
在哪里可以使用微粒贷了,违约金怎么拿,0
还款比规定时间迟了15分钟，算不算逾期？,还款时间超过，本来是今天扣款的，现在怎么办,0
主动脉增粗,主动脉增粗,1
要多久,请问我之前一直没通过现在能过吗,0
那微粒贷何时才邀请我呢 微粒贷逐步开放中了，怎么我还不可以使用,我QQ上就有呀，就是微信没有,0
为什么我微信登陆一直失败,我购买失败请问原因,0
以通过，就是钱没到位,何时会为我开通呢,0
你好能给我发个结清单么,刚才说的办理房子按揭因为有贷款记录在贷款银行上面未注销记录，所以要求开结清证明,0
如何重新绑定新卡,如果绑定的是储蓄卡可以借钱吗？,0
一直就没有这个功能,什么时候一开放,0
一万元一天多少？,一分额度都没有是什么原因,0
为什么我的借款老是失败？,你好！我刚才试下，第一次显示我可借8000元，但当我了解下借款的热点问题时，就说审批不成功。想知道！,0
我的信息不小心输入三次错误，现在申请不了了,手机QQ开放了吗,0
开通,开通微粒贷必须先绑定银行卡吗,0
怎么没通过,怎么样才能通过,0
还本期账单,借据信息页,0
甲状腺,甲状腺左侧叶,1
借款不了，提示失败是什么意思,为什么借款老失败，我的额度是5000,0
不需要借了，怎么撤回,怎么扣款成功，又退款了,0
提前还款再借,我想提前还款。,0
微粒贷什么时候有,微粒贷怎么提前还款,0
你好，如果我想换一个卡还款，手续麻烦吗？,换卡了 还可以还款么,0
你妹,好慢啊！,0
没有。等了好久了也没人联系我啊,何时再打电话确,0
早上借的8000元还款日20个月，应该是十个月能修改下吗？,要是能在每月还款日期上能有调整就好了。例如：很多工薪阶层工资发放是10--15号。（个人建议）,0
QQ有微粒贷，而微信没有,请问一下，，，可以微粒贷吗？,0
你好，我的微粒贷己结清，现在要办一笔房贷，银行要求我提供结清证明和柜台流水，你们可以提供吗?,你好，我需要结清证明，,0
下月账单,借据信息页,0
下次活动是什么时候,你好几点开始抢iPhone7,0
怎么解除,为什么,0
为什么我没能微代？,为什么我没有邀请的,0
你们的客服热线是,你们客服电话几点上班,0
为什么我的账户不扣款,不是说17点后会扣款的,0
:比如借10000元，第一次还款5000元行吗,假如我现在借了1000。他给我安排5个月分期还款。那我一个月就还掉了。利息是怎样,0
肝硬化失代偿期,肝硬化代偿期,1
你好还款失败什么情况,卡里有钱，但是提示还款失败,0
国华天天利  三点了不能买,为什么这几天国华月月盈看不到收益？,0
借款能提前还清吗，,借贷后提前全额还款，利息还是需要全部交吗？,0
需要什么证明,手机钱包里没有微粒贷？怎么开通？,0
涨额度,额度不够用,0
我借贷的额度是多少,一次最多取多少,0
多久可以提高贷额度,增加额度,0
我能不能吧剩余的借款全部还清了，从新借？,提前还款，多久才能继续借款？,0
请问自己能提前还当期的款项吗,我借￥2500按照日利率0.05%来计算每天日利率是1.25元x30天=37.50元，那么第一期还款应该是287.50元，怎么是￥297.50呢？,0
